FIR_Number,Crime_Type,District,Police_Station,Latitude,Longitude,Date,Status,IPC_Sections,Risk_Level,AI_Confidence,Prediction_Flag
KSP/BEL/2026/05323,BURGLARY / HOUSE BREAKING,Belagavi,Market PS,15.8747,74.494,2026-01-25 15:30:00,Solved,"Sec 454, 457, 380 IPC",High,90.9,High Risk Zone
KSP/CHI/2025/05324,NARCOTICS (NDPS),Chitradurga,Town PS,14.1497,76.3546,2025-10-14 13:44:00,Pending,"Sec 20(b), 22 NDPS Act",Critical,91.4,High Risk Zone
KSP/BEN/2025/05325,KPA 1963 VIOLATIONS,Bengaluru City,Hebbal,12.915,77.652,2025-03-04 20:30:00,Closed,"Sec 78, 87 KPA",Low,86.8,Standard Monitoring
KSP/MYS/2025/05326,THEFT,Mysuru,Vidyaranyapuram,12.3075,76.6698,2025-04-03 23:56:00,Closed,Sec 379 IPC,Medium,93.0,Standard Monitoring
KSP/UDU/2024/05327,NARCOTICS (NDPS),Udupi,Town PS,13.2817,74.8075,2024-04-19 00:52:00,Closed,"Sec 20(b), 22 NDPS Act",Critical,85.6,High Risk Zone
KSP/TUM/2024/05328,MOTOR VEHICLE ACCIDENTS NON-FATAL,Tumakuru,Tiptur,13.3166,77.1049,2024-06-08 21:24:00,Closed,"Sec 279, 337 IPC",Medium,89.8,Standard Monitoring
KSP/HUB/2025/05329,MOTOR VEHICLE ACCIDENTS NON-FATAL,Hubballi-Dharwad,Suburban PS,15.3863,75.1049,2025-03-05 22:18:00,Closed,"Sec 279, 337 IPC",Medium,92.8,Standard Monitoring
KSP/BEL/2025/05330,THEFT,Belagavi,Market PS,15.8937,74.5397,2025-03-30 01:26:00,Solved,Sec 379 IPC,Medium,86.2,Standard Monitoring
KSP/BEN/2025/05331,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Whitefield,12.9446,77.5429,2025-03-13 11:32:00,Pending,"Sec 279, 337 IPC",Medium,90.3,Standard Monitoring
KSP/BEN/2025/05332,THEFT,Bengaluru City,Cubbon Park,12.9512,77.5772,2025-05-13 20:26:00,Closed,Sec 379 IPC,Medium,87.1,Standard Monitoring
KSP/BEN/2025/05333,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Indiranagar,13.0045,77.5613,2025-12-06 00:05:00,Pending,"Sec 279, 337 IPC",Medium,95.7,Standard Monitoring
KSP/HUB/2024/05334,CrPC OFFENCES,Hubballi-Dharwad,Gokul Road,15.3458,75.0602,2024-12-13 20:49:00,Charge Sheeted,"Sec 107, 151 CrPC",Low,92.5,Standard Monitoring
KSP/TUM/2025/05335,THEFT,Tumakuru,Kyatsandra,13.3082,77.0853,2025-12-11 16:46:00,Closed,Sec 379 IPC,Medium,97.5,Standard Monitoring
KSP/BEN/2025/05336,CrPC OFFENCES,Bengaluru City,Electronic City,12.9554,77.5449,2025-04-21 00:27:00,Charge Sheeted,"Sec 107, 151 CrPC",Low,89.5,Standard Monitoring
KSP/BEL/2025/05337,THEFT,Belagavi,Gokak,15.9022,74.5673,2025-02-01 23:15:00,Charge Sheeted,Sec 379 IPC,Medium,86.6,Standard Monitoring
KSP/MAN/2025/05338,CrPC OFFENCES,Mangaluru,Surathkal,12.8418,74.7997,2025-10-21 01:59:00,Pending,"Sec 107, 151 CrPC",Low,92.8,Standard Monitoring
KSP/BEN/2026/05339,CrPC OFFENCES,Bengaluru City,Indiranagar,12.989,77.6434,2026-04-22 20:32:00,Pending,"Sec 107, 151 CrPC",Low,86.9,Standard Monitoring
KSP/KOL/2024/05340,HURT / ASSAULT,Kolar,Robertsonpet,13.1433,78.0994,2024-04-03 23:13:00,Solved,"Sec 323, 324, 504 IPC",High,86.3,High Risk Zone
KSP/KAL/2025/05341,HURT / ASSAULT,Kalaburagi,Station Bazar,17.2813,76.8245,2025-04-30 11:00:00,Solved,"Sec 323, 324, 504 IPC",High,97.0,High Risk Zone
KSP/KAL/2024/05342,MOTOR VEHICLE ACCIDENTS NON-FATAL,Kalaburagi,Brahampur,17.3398,76.9135,2024-10-01 23:28:00,Investigating,"Sec 279, 337 IPC",Medium,96.0,Standard Monitoring
KSP/MAN/2026/05343,ROBBERY / DACOITY,Mandya,Central PS,12.5998,76.9178,2026-05-18 22:05:00,Charge Sheeted,"Sec 392, 395 IPC",Critical,90.7,High Risk Zone
KSP/MAN/2024/05344,MOTOR VEHICLE ACCIDENTS NON-FATAL,Mandya,East PS,12.5874,76.9125,2024-04-25 09:35:00,Closed,"Sec 279, 337 IPC",Medium,90.9,Standard Monitoring
KSP/UDU/2026/05345,MOTOR VEHICLE ACCIDENTS NON-FATAL,Udupi,Malpe,13.3164,74.8088,2026-03-24 15:30:00,Closed,"Sec 279, 337 IPC",Medium,87.7,Standard Monitoring
KSP/BEN/2024/05346,THEFT,Bengaluru City,Yelahanka,12.9094,77.6045,2024-05-27 07:23:00,Charge Sheeted,Sec 379 IPC,Medium,90.3,Standard Monitoring
KSP/MAN/2025/05347,CrPC OFFENCES,Mangaluru,Barkarke,12.8879,74.9335,2025-10-23 13:25:00,Pending,"Sec 107, 151 CrPC",Low,92.8,Standard Monitoring
KSP/HAS/2024/05348,CYBER CRIME & FRAUD,Hassan,Gorur,12.9822,76.0426,2024-12-21 17:51:00,Solved,"Sec 66D IT Act, 420 IPC",High,85.1,High Risk Zone
KSP/HUB/2025/05349,BURGLARY / HOUSE BREAKING,Hubballi-Dharwad,Kamripeth,15.3318,75.1337,2025-06-05 09:33:00,Closed,"Sec 454, 457, 380 IPC",High,91.6,High Risk Zone
KSP/BEN/2024/05350,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru Dist,Devanahalli,13.1559,77.5896,2024-01-06 12:08:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,88.9,Standard Monitoring
KSP/YAD/2025/05351,CrPC OFFENCES,Yadgir,Shorapur,16.7378,77.1692,2025-06-06 05:21:00,Solved,"Sec 107, 151 CrPC",Low,92.3,Standard Monitoring
KSP/BAL/2025/05352,MISSING PERSON,Ballari,Brucepet,15.0874,76.9261,2025-12-12 01:56:00,Closed,Sec 363 IPC,Medium,97.9,Standard Monitoring
KSP/BEN/2024/05353,BURGLARY / HOUSE BREAKING,Bengaluru City,Cubbon Park,12.9305,77.5816,2024-11-25 06:15:00,Pending,"Sec 454, 457, 380 IPC",High,86.5,High Risk Zone
KSP/BEN/2024/05354,HURT / ASSAULT,Bengaluru Dist,Doddaballapura,13.0241,77.6167,2024-04-21 06:55:00,Charge Sheeted,"Sec 323, 324, 504 IPC",High,87.1,High Risk Zone
KSP/KAL/2025/05355,KPA 1963 VIOLATIONS,Kalaburagi,Station Bazar,17.3918,76.7705,2025-11-18 14:01:00,Closed,"Sec 78, 87 KPA",Low,95.4,Standard Monitoring
KSP/BEL/2025/05356,KPA 1963 VIOLATIONS,Belagavi,Market PS,15.8537,74.4398,2025-09-14 00:22:00,Investigating,"Sec 78, 87 KPA",Low,86.8,Standard Monitoring
KSP/BEN/2025/05357,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Koramangala,12.9474,77.6722,2025-01-05 00:37:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,85.4,Standard Monitoring
KSP/BEN/2024/05358,BURGLARY / HOUSE BREAKING,Bengaluru City,Yelahanka,12.9978,77.6362,2024-11-07 17:30:00,Solved,"Sec 454, 457, 380 IPC",High,92.5,High Risk Zone
KSP/BEN/2026/05359,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Koramangala,12.9055,77.599,2026-04-19 08:15:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,87.2,Standard Monitoring
KSP/VIJ/2025/05360,NARCOTICS (NDPS),Vijayapura,Gandhi Chowk,16.8628,75.7009,2025-03-08 05:25:00,Investigating,"Sec 20(b), 22 NDPS Act",Critical,88.5,High Risk Zone
KSP/MYS/2024/05361,MOTOR VEHICLE ACCIDENTS NON-FATAL,Mysuru,Devaraja PS,12.2647,76.7344,2024-03-15 19:03:00,Closed,"Sec 279, 337 IPC",Medium,92.4,Standard Monitoring
KSP/UDU/2024/05362,CrPC OFFENCES,Udupi,Town PS,13.3059,74.6663,2024-12-13 15:38:00,Investigating,"Sec 107, 151 CrPC",Low,95.0,Standard Monitoring
KSP/BEN/2025/05363,MISSING PERSON,Bengaluru City,Koramangala,12.9347,77.5517,2025-05-18 07:32:00,Investigating,Sec 363 IPC,Medium,96.5,Standard Monitoring
KSP/HAV/2025/05364,CYBER CRIME & FRAUD,Haveri,Town PS,14.8592,75.4228,2025-12-20 02:30:00,Pending,"Sec 66D IT Act, 420 IPC",High,96.9,High Risk Zone
KSP/MAN/2024/05365,BURGLARY / HOUSE BREAKING,Mandya,Central PS,12.5514,76.8477,2024-06-30 10:20:00,Closed,"Sec 454, 457, 380 IPC",High,97.4,High Risk Zone
KSP/BEN/2026/05366,MISSING PERSON,Bengaluru City,Cubbon Park,12.9018,77.5794,2026-01-28 06:21:00,Charge Sheeted,Sec 363 IPC,Medium,87.3,Standard Monitoring
KSP/BEN/2024/05367,THEFT,Bengaluru City,Hebbal,13.0209,77.5963,2024-11-20 15:13:00,Pending,Sec 379 IPC,Medium,91.9,Standard Monitoring
KSP/DAV/2024/05368,MISSING PERSON,Davanagere,Azad Nagar,14.4794,75.9815,2024-06-04 04:00:00,Closed,Sec 363 IPC,Medium,85.9,Standard Monitoring
KSP/DAV/2024/05369,KPA 1963 VIOLATIONS,Davanagere,Harihar,14.4139,75.8763,2024-05-06 11:52:00,Closed,"Sec 78, 87 KPA",Low,89.2,Standard Monitoring
KSP/BEN/2024/05370,MISSING PERSON,Bengaluru City,Whitefield,13.0364,77.5505,2024-05-05 12:06:00,Solved,Sec 363 IPC,Medium,95.2,Standard Monitoring
KSP/TUM/2024/05371,MISSING PERSON,Tumakuru,Sira,13.3891,77.1121,2024-10-26 01:54:00,Pending,Sec 363 IPC,Medium,91.0,Standard Monitoring
KSP/BEN/2024/05372,ROBBERY / DACOITY,Bengaluru City,Jayanagar,13.0479,77.6548,2024-02-25 03:37:00,Pending,"Sec 392, 395 IPC",Critical,89.7,High Risk Zone
KSP/BEN/2026/05373,KPA 1963 VIOLATIONS,Bengaluru Dist,Nelamangala,13.0613,77.5451,2026-05-22 05:44:00,Solved,"Sec 78, 87 KPA",Low,88.7,Standard Monitoring
KSP/BEN/2025/05374,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Electronic City,12.9975,77.562,2025-01-07 23:08:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,95.5,Standard Monitoring
KSP/BEN/2025/05375,CYBER CRIME & FRAUD,Bengaluru City,Electronic City,13.0068,77.6123,2025-06-10 06:28:00,Closed,"Sec 66D IT Act, 420 IPC",High,88.4,High Risk Zone
KSP/GAD/2024/05376,ROBBERY / DACOITY,Gadag,Betageri,15.5076,75.6137,2024-09-02 13:48:00,Investigating,"Sec 392, 395 IPC",Critical,96.3,High Risk Zone
KSP/BEL/2025/05377,MISSING PERSON,Belagavi,Khade Bazar,15.8601,74.4988,2025-02-04 12:50:00,Charge Sheeted,Sec 363 IPC,Medium,88.4,Standard Monitoring
KSP/BEN/2025/05378,CYBER CRIME & FRAUD,Bengaluru City,Whitefield,12.92,77.5852,2025-05-08 08:07:00,Charge Sheeted,"Sec 66D IT Act, 420 IPC",High,98.2,High Risk Zone
KSP/BEN/2026/05379,CYBER CRIME & FRAUD,Bengaluru City,Electronic City,12.9674,77.5302,2026-02-11 16:54:00,Investigating,"Sec 66D IT Act, 420 IPC",High,87.3,High Risk Zone
KSP/BEN/2026/05380,ROBBERY / DACOITY,Bengaluru Dist,Devanahalli,13.0893,77.5295,2026-06-10 07:50:00,Pending,"Sec 392, 395 IPC",Critical,87.0,High Risk Zone
KSP/UTT/2026/05381,MOTOR VEHICLE ACCIDENTS NON-FATAL,Uttara Kannada,Bhatkal,14.7951,74.0695,2026-05-02 21:40:00,Investigating,"Sec 279, 337 IPC",Medium,94.6,Standard Monitoring
KSP/BAL/2024/05382,MISSING PERSON,Ballari,Hospet Town,15.0799,76.9868,2024-03-20 08:14:00,Pending,Sec 363 IPC,Medium,88.4,Standard Monitoring
KSP/HAS/2026/05383,ROBBERY / DACOITY,Hassan,Gorur,13.0307,76.0507,2026-01-29 16:33:00,Charge Sheeted,"Sec 392, 395 IPC",Critical,97.0,High Risk Zone
KSP/BEN/2026/05384,HURT / ASSAULT,Bengaluru City,Indiranagar,12.9713,77.535,2026-03-16 20:01:00,Charge Sheeted,"Sec 323, 324, 504 IPC",High,91.6,High Risk Zone
KSP/MAN/2024/05385,MOTOR VEHICLE ACCIDENTS NON-FATAL,Mangaluru,Urwa,12.9722,74.8176,2024-12-24 13:53:00,Solved,"Sec 279, 337 IPC",Medium,89.4,Standard Monitoring
KSP/HUB/2026/05386,THEFT,Hubballi-Dharwad,Kamripeth,15.3855,75.1245,2026-05-13 23:30:00,Closed,Sec 379 IPC,Medium,98.2,Standard Monitoring
KSP/BEN/2025/05387,KPA 1963 VIOLATIONS,Bengaluru City,Indiranagar,13.0199,77.6545,2025-08-19 14:18:00,Closed,"Sec 78, 87 KPA",Low,95.9,Standard Monitoring
KSP/BEN/2024/05388,CYBER CRIME & FRAUD,Bengaluru City,Whitefield,12.9364,77.5754,2024-07-16 00:06:00,Closed,"Sec 66D IT Act, 420 IPC",High,92.7,High Risk Zone
KSP/CHA/2025/05389,CrPC OFFENCES,Chamarajanagar,Kollegal,11.9701,76.9541,2025-12-02 18:59:00,Solved,"Sec 107, 151 CrPC",Low,93.8,Standard Monitoring
KSP/BEN/2024/05390,KPA 1963 VIOLATIONS,Bengaluru Dist,Doddaballapura,13.1429,77.5975,2024-12-16 01:36:00,Investigating,"Sec 78, 87 KPA",Low,89.7,Standard Monitoring
KSP/KAL/2026/05391,THEFT,Kalaburagi,Station Bazar,17.3667,76.9033,2026-03-17 17:02:00,Closed,Sec 379 IPC,Medium,91.0,Standard Monitoring
KSP/SHI/2024/05392,THEFT,Shivamogga,Doddapet,13.8735,75.5852,2024-12-10 01:43:00,Pending,Sec 379 IPC,Medium,86.7,Standard Monitoring
KSP/SHI/2024/05393,MOTOR VEHICLE ACCIDENTS NON-FATAL,Shivamogga,Tunga Nagar,13.8595,75.6437,2024-12-10 17:54:00,Pending,"Sec 279, 337 IPC",Medium,96.4,Standard Monitoring
KSP/HUB/2026/05394,MISSING PERSON,Hubballi-Dharwad,Dharwad Town,15.4119,75.0809,2026-01-15 06:04:00,Investigating,Sec 363 IPC,Medium,91.3,Standard Monitoring
KSP/MYS/2024/05395,THEFT,Mysuru,KRS Road,12.2846,76.6052,2024-04-30 10:31:00,Pending,Sec 379 IPC,Medium,89.5,Standard Monitoring
KSP/BEN/2025/05396,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Cubbon Park,12.9868,77.5822,2025-06-18 01:08:00,Closed,"Sec 279, 337 IPC",Medium,93.0,Standard Monitoring
KSP/BEN/2024/05397,CYBER CRIME & FRAUD,Bengaluru Dist,Hosakote,13.0406,77.594,2024-01-26 02:05:00,Charge Sheeted,"Sec 66D IT Act, 420 IPC",High,87.4,High Risk Zone
KSP/BEN/2026/05398,CrPC OFFENCES,Bengaluru Dist,Nelamangala,13.0971,77.6664,2026-01-05 11:06:00,Pending,"Sec 107, 151 CrPC",Low,98.3,Standard Monitoring
KSP/MAN/2026/05399,MOTOR VEHICLE ACCIDENTS NON-FATAL,Mangaluru,Barkarke,12.9327,74.9021,2026-03-18 20:39:00,Pending,"Sec 279, 337 IPC",Medium,85.1,Standard Monitoring
KSP/TUM/2026/05400,BURGLARY / HOUSE BREAKING,Tumakuru,Sira,13.2714,77.0312,2026-06-03 21:00:00,Charge Sheeted,"Sec 454, 457, 380 IPC",High,85.2,High Risk Zone
KSP/BEN/2024/05401,CrPC OFFENCES,Bengaluru City,Cubbon Park,12.9614,77.5716,2024-10-22 11:48:00,Charge Sheeted,"Sec 107, 151 CrPC",Low,98.5,Standard Monitoring
KSP/MYS/2025/05402,MISSING PERSON,Mysuru,Devaraja PS,12.2285,76.6227,2025-01-21 15:40:00,Solved,Sec 363 IPC,Medium,91.3,Standard Monitoring
KSP/MAN/2024/05403,HURT / ASSAULT,Mangaluru,Barkarke,12.9145,74.8674,2024-07-26 22:22:00,Charge Sheeted,"Sec 323, 324, 504 IPC",High,93.2,High Risk Zone
KSP/SHI/2024/05404,MISSING PERSON,Shivamogga,Vinoba Nagar,13.886,75.5223,2024-12-06 16:10:00,Charge Sheeted,Sec 363 IPC,Medium,90.4,Standard Monitoring
KSP/BEN/2024/05405,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Koramangala,12.9647,77.5847,2024-12-08 06:44:00,Pending,"Sec 279, 337 IPC",Medium,98.2,Standard Monitoring
KSP/BEN/2024/05406,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru Dist,Devanahalli,13.0708,77.6608,2024-10-22 02:32:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,86.9,Standard Monitoring
KSP/KAL/2025/05407,MISSING PERSON,Kalaburagi,Station Bazar,17.3242,76.8867,2025-09-20 16:37:00,Closed,Sec 363 IPC,Medium,94.3,Standard Monitoring
KSP/BEN/2025/05408,CrPC OFFENCES,Bengaluru City,Yelahanka,12.9859,77.6617,2025-11-05 01:16:00,Charge Sheeted,"Sec 107, 151 CrPC",Low,94.1,Standard Monitoring
KSP/TUM/2024/05409,THEFT,Tumakuru,Gubbi,13.3983,77.0437,2024-12-01 03:39:00,Solved,Sec 379 IPC,Medium,87.7,Standard Monitoring
KSP/BAG/2024/05410,NARCOTICS (NDPS),Bagalkote,Jamkhandi,16.2283,75.711,2024-04-19 16:15:00,Solved,"Sec 20(b), 22 NDPS Act",Critical,91.8,High Risk Zone
KSP/HAS/2025/05411,ROBBERY / DACOITY,Hassan,City PS,12.9892,76.1108,2025-02-21 14:00:00,Closed,"Sec 392, 395 IPC",Critical,93.2,High Risk Zone
KSP/HUB/2025/05412,THEFT,Hubballi-Dharwad,Suburban PS,15.4365,75.1721,2025-08-18 03:24:00,Pending,Sec 379 IPC,Medium,97.6,Standard Monitoring
KSP/CHI/2025/05413,MOTOR VEHICLE ACCIDENTS NON-FATAL,Chikkamagaluru,Basavanahalli,13.3763,75.8446,2025-08-31 03:28:00,Solved,"Sec 279, 337 IPC",Medium,92.1,Standard Monitoring
KSP/BEN/2025/05414,CrPC OFFENCES,Bengaluru City,Whitefield,12.9665,77.649,2025-06-18 02:51:00,Pending,"Sec 107, 151 CrPC",Low,94.3,Standard Monitoring
KSP/MAN/2025/05415,BURGLARY / HOUSE BREAKING,Mangaluru,Urwa,12.9252,74.7947,2025-10-14 10:39:00,Solved,"Sec 454, 457, 380 IPC",High,91.3,High Risk Zone
KSP/MAN/2024/05416,ROBBERY / DACOITY,Mangaluru,Urwa,12.906,74.8576,2024-03-26 02:56:00,Closed,"Sec 392, 395 IPC",Critical,90.9,High Risk Zone
KSP/BAL/2024/05417,THEFT,Ballari,Hospet Town,15.1824,76.9142,2024-09-09 02:25:00,Solved,Sec 379 IPC,Medium,96.0,Standard Monitoring
KSP/BEN/2025/05418,NARCOTICS (NDPS),Bengaluru City,Yelahanka,12.961,77.5292,2025-09-18 07:37:00,Pending,"Sec 20(b), 22 NDPS Act",Critical,96.9,High Risk Zone
KSP/KAL/2026/05419,THEFT,Kalaburagi,Station Bazar,17.3998,76.8254,2026-06-24 14:39:00,Investigating,Sec 379 IPC,Medium,91.9,Standard Monitoring
KSP/MYS/2024/05420,MOTOR VEHICLE ACCIDENTS NON-FATAL,Mysuru,Vidyaranyapuram,12.3408,76.6603,2024-10-07 09:12:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,92.5,Standard Monitoring
KSP/BEL/2025/05421,CrPC OFFENCES,Belagavi,Tilakwadi,15.8532,74.5558,2025-12-21 16:26:00,Investigating,"Sec 107, 151 CrPC",Low,97.9,Standard Monitoring
KSP/BEN/2025/05422,ROBBERY / DACOITY,Bengaluru City,Koramangala,12.9109,77.5222,2025-06-14 18:31:00,Investigating,"Sec 392, 395 IPC",Critical,95.5,High Risk Zone
KSP/HUB/2024/05423,THEFT,Hubballi-Dharwad,Dharwad Town,15.3659,75.1193,2024-12-05 22:06:00,Pending,Sec 379 IPC,Medium,91.3,Standard Monitoring
KSP/TUM/2025/05424,MOTOR VEHICLE ACCIDENTS NON-FATAL,Tumakuru,Town PS,13.3707,77.1688,2025-12-27 01:37:00,Closed,"Sec 279, 337 IPC",Medium,89.1,Standard Monitoring
KSP/BEN/2024/05425,BURGLARY / HOUSE BREAKING,Bengaluru Dist,Nelamangala,13.0462,77.6662,2024-04-20 09:21:00,Solved,"Sec 454, 457, 380 IPC",High,94.5,High Risk Zone
KSP/BEN/2026/05426,CYBER CRIME & FRAUD,Bengaluru City,Electronic City,12.9878,77.537,2026-03-24 07:32:00,Closed,"Sec 66D IT Act, 420 IPC",High,85.8,High Risk Zone
KSP/MYS/2025/05427,THEFT,Mysuru,Devaraja PS,12.309,76.6458,2025-05-14 23:19:00,Pending,Sec 379 IPC,Medium,89.0,Standard Monitoring
KSP/MYS/2026/05428,THEFT,Mysuru,Lashkar PS,12.3244,76.6537,2026-02-08 11:18:00,Solved,Sec 379 IPC,Medium,85.5,Standard Monitoring
KSP/KOL/2024/05429,MISSING PERSON,Kolar,Bangarapet,13.1387,78.1981,2024-03-31 15:31:00,Pending,Sec 363 IPC,Medium,86.2,Standard Monitoring
KSP/MAN/2026/05430,THEFT,Mangaluru,Urwa,12.9206,74.9296,2026-03-12 08:03:00,Closed,Sec 379 IPC,Medium,94.2,Standard Monitoring
KSP/BEN/2024/05431,KPA 1963 VIOLATIONS,Bengaluru City,Indiranagar,12.9379,77.5899,2024-06-16 09:31:00,Solved,"Sec 78, 87 KPA",Low,97.5,Standard Monitoring
KSP/RAM/2025/05432,CrPC OFFENCES,Ramanagara,Channapatna,12.6398,77.2752,2025-07-10 09:25:00,Solved,"Sec 107, 151 CrPC",Low,85.8,Standard Monitoring
KSP/MAN/2026/05433,CYBER CRIME & FRAUD,Mandya,Central PS,12.5565,76.9584,2026-02-05 23:25:00,Closed,"Sec 66D IT Act, 420 IPC",High,93.6,High Risk Zone
KSP/BEN/2024/05434,HURT / ASSAULT,Bengaluru Dist,Nelamangala,13.1489,77.6145,2024-07-29 07:05:00,Solved,"Sec 323, 324, 504 IPC",High,91.6,High Risk Zone
KSP/MAN/2025/05435,CYBER CRIME & FRAUD,Mandya,East PS,12.465,76.9403,2025-07-04 17:04:00,Charge Sheeted,"Sec 66D IT Act, 420 IPC",High,87.2,High Risk Zone
KSP/MYS/2024/05436,HURT / ASSAULT,Mysuru,Devaraja PS,12.2647,76.7091,2024-07-15 10:29:00,Charge Sheeted,"Sec 323, 324, 504 IPC",High,92.5,High Risk Zone
KSP/KOL/2026/05437,CrPC OFFENCES,Kolar,Town PS,13.0847,78.2085,2026-03-28 08:51:00,Charge Sheeted,"Sec 107, 151 CrPC",Low,87.3,Standard Monitoring
KSP/DAV/2025/05438,MISSING PERSON,Davanagere,Harihar,14.3913,75.8534,2025-02-15 03:08:00,Charge Sheeted,Sec 363 IPC,Medium,97.3,Standard Monitoring
KSP/BEN/2024/05439,CYBER CRIME & FRAUD,Bengaluru City,Koramangala,13.0387,77.5954,2024-10-14 22:14:00,Investigating,"Sec 66D IT Act, 420 IPC",High,90.0,High Risk Zone
KSP/BEN/2024/05440,HURT / ASSAULT,Bengaluru City,Jayanagar,12.9015,77.6668,2024-04-24 21:35:00,Closed,"Sec 323, 324, 504 IPC",High,94.0,High Risk Zone
KSP/DAV/2025/05441,THEFT,Davanagere,Vidyanagar,14.54,75.845,2025-10-15 12:50:00,Solved,Sec 379 IPC,Medium,89.7,Standard Monitoring
KSP/DAV/2025/05442,MISSING PERSON,Davanagere,Azad Nagar,14.4893,75.9521,2025-07-06 21:42:00,Investigating,Sec 363 IPC,Medium,89.9,Standard Monitoring
KSP/HUB/2025/05443,NARCOTICS (NDPS),Hubballi-Dharwad,Suburban PS,15.3084,75.0782,2025-09-22 07:26:00,Charge Sheeted,"Sec 20(b), 22 NDPS Act",Critical,94.1,High Risk Zone
KSP/RAM/2024/05444,KPA 1963 VIOLATIONS,Ramanagara,Kanakapura,12.785,77.341,2024-02-19 00:03:00,Investigating,"Sec 78, 87 KPA",Low,95.4,Standard Monitoring
KSP/BEL/2025/05445,HURT / ASSAULT,Belagavi,Market PS,15.789,74.5907,2025-11-28 07:41:00,Pending,"Sec 323, 324, 504 IPC",High,88.9,High Risk Zone
KSP/MAN/2025/05446,HURT / ASSAULT,Mandya,Maddur,12.5249,76.8789,2025-06-12 13:26:00,Charge Sheeted,"Sec 323, 324, 504 IPC",High,91.6,High Risk Zone
KSP/BEN/2025/05447,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru Dist,Devanahalli,13.1221,77.6561,2025-03-06 18:49:00,Pending,"Sec 279, 337 IPC",Medium,95.2,Standard Monitoring
KSP/HUB/2026/05448,ROBBERY / DACOITY,Hubballi-Dharwad,Vidyagiri,15.3841,75.0557,2026-05-22 21:10:00,Closed,"Sec 392, 395 IPC",Critical,89.1,High Risk Zone
KSP/HUB/2024/05449,CrPC OFFENCES,Hubballi-Dharwad,Suburban PS,15.3207,75.1955,2024-03-25 14:18:00,Solved,"Sec 107, 151 CrPC",Low,89.5,Standard Monitoring
KSP/BEN/2024/05450,THEFT,Bengaluru City,Jayanagar,12.9625,77.6426,2024-08-26 13:09:00,Pending,Sec 379 IPC,Medium,96.6,Standard Monitoring
KSP/KOL/2026/05451,MOTOR VEHICLE ACCIDENTS NON-FATAL,Kolar,Town PS,13.0796,78.0647,2026-06-01 19:10:00,Closed,"Sec 279, 337 IPC",Medium,96.8,Standard Monitoring
KSP/GAD/2026/05452,CrPC OFFENCES,Gadag,Town PS,15.4587,75.5773,2026-05-03 07:07:00,Closed,"Sec 107, 151 CrPC",Low,89.4,Standard Monitoring
KSP/MAN/2025/05453,THEFT,Mangaluru,Kadri,12.9002,74.8657,2025-08-19 07:48:00,Solved,Sec 379 IPC,Medium,88.1,Standard Monitoring
KSP/VIJ/2024/05454,THEFT,Vijayanagara,Hospet Town,15.2557,76.3244,2024-03-04 15:45:00,Closed,Sec 379 IPC,Medium,89.5,Standard Monitoring
KSP/BAL/2025/05455,CrPC OFFENCES,Ballari,Cowl Bazar,15.0685,76.8856,2025-02-01 13:42:00,Charge Sheeted,"Sec 107, 151 CrPC",Low,95.7,Standard Monitoring
KSP/BAL/2026/05456,MISSING PERSON,Ballari,Gandhinagar,15.0804,76.9718,2026-01-09 20:17:00,Charge Sheeted,Sec 363 IPC,Medium,91.4,Standard Monitoring
KSP/BEN/2025/05457,CrPC OFFENCES,Bengaluru Dist,Nelamangala,13.0173,77.5253,2025-03-04 04:54:00,Pending,"Sec 107, 151 CrPC",Low,85.5,Standard Monitoring
KSP/BEN/2025/05458,HURT / ASSAULT,Bengaluru City,Whitefield,12.9028,77.5793,2025-08-11 23:55:00,Pending,"Sec 323, 324, 504 IPC",High,96.4,High Risk Zone
KSP/UDU/2025/05459,BURGLARY / HOUSE BREAKING,Udupi,Malpe,13.364,74.7954,2025-07-29 15:48:00,Solved,"Sec 454, 457, 380 IPC",High,90.9,High Risk Zone
KSP/MAN/2024/05460,MOTOR VEHICLE ACCIDENTS NON-FATAL,Mangaluru,Surathkal,12.9825,74.8945,2024-11-06 19:54:00,Solved,"Sec 279, 337 IPC",Medium,93.0,Standard Monitoring
KSP/VIJ/2024/05461,ROBBERY / DACOITY,Vijayanagara,Kudligi,15.3375,76.4131,2024-02-22 03:45:00,Charge Sheeted,"Sec 392, 395 IPC",Critical,88.6,High Risk Zone
